STATEFP,COUNTYFP,COUNTY,STATE
41,049,Morrow County,Oregon
28,143,Tunica County,Mississippi
48,275,Knox County,Texas
47,037,Davidson County,Tennessee
21,113,Jessamine County,Kentucky
13,273,Terrell County,Georgia
47,121,Meigs County,Tennessee
72,027,Camuy Municipio,Puerto Rico
47,047,Fayette County,Tennessee
17,021,Christian County,Illinois
18,027,Daviess County,Indiana
17,071,Henderson County,Illinois
41,047,Marion County,Oregon
48,453,Travis County,Texas
17,115,Macon County,Illinois
06,115,Yuba County,California
08,057,Jackson County,Colorado
55,127,Walworth County,Wisconsin
51,067,Franklin County,Virginia
32,021,Mineral County,Nevada
72,145,Vega Baja Municipio,Puerto Rico
12,125,Union County,Florida
26,027,Cass County,Michigan
27,021,Cass County,Minnesota
30,087,Rosebud County,Montana
55,089,Ozaukee County,Wisconsin
30,051,Liberty County,Montana
42,127,Wayne County,Pennsylvania
28,095,Monroe County,Mississippi
55,091,Pepin County,Wisconsin
24,037,St. Mary's County,Maryland
53,003,Asotin County,Washington
16,017,Bonner County,Idaho
37,179,Union County,North Carolina
47,123,Monroe County,Tennessee
26,165,Wexford County,Michigan
48,367,Parker County,Texas
48,217,Hill County,Texas
54,037,Jefferson County,West Virginia
72,129,San Lorenzo Municipio,Puerto Rico
22,101,St. Mary Parish,Louisiana
21,197,Powell County,Kentucky
27,167,Wilkin County,Minnesota
21,007,Ballard County,Kentucky
45,081,Saluda County,South Carolina
24,039,Somerset County,Maryland
46,127,Union County,South Dakota
29,023,Butler County,Missouri
30,075,Powder River County,Montana
12,031,Duval County,Florida
21,027,Breckinridge County,Kentucky
26,077,Kalamazoo County,Michigan
39,093,Lorain County,Ohio
48,483,Wheeler County,Texas
20,045,Douglas County,Kansas
29,185,St. Clair County,Missouri
26,159,Van Buren County,Michigan
12,059,Holmes County,Florida
46,031,Corson County,South Dakota
72,149,Villalba Municipio,Puerto Rico
29,035,Carter County,Missouri
48,255,Karnes County,Texas
46,035,Davison County,South Dakota
35,045,San Juan County,New Mexico
48,003,Andrews County,Texas
42,085,Mercer County,Pennsylvania
02,188,Northwest Arctic Borough,Alaska
20,209,Wyandotte County,Kansas
41,041,Lincoln County,Oregon
26,063,Huron County,Michigan
47,035,Cumberland County,Tennessee
51,145,Powhatan County,Virginia
26,079,Kalkaska County,Michigan
01,083,Limestone County,Alabama
12,035,Flagler County,Florida
06,033,Lake County,California
53,035,Kitsap County,Washington
47,001,Anderson County,Tennessee
28,129,Smith County,Mississippi
55,093,Pierce County,Wisconsin
13,295,Walker County,Georgia
12,121,Suwannee County,Florida
17,103,Lee County,Illinois
22,051,Jefferson Parish,Louisiana
47,129,Morgan County,Tennessee
04,001,Apache County,Arizona
29,227,Worth County,Missouri
47,165,Sumner County,Tennessee
24,035,Queen Anne's County,Maryland
34,041,Warren County,New Jersey
47,103,Lincoln County,Tennessee
17,025,Clay County,Illinois
47,057,Grainger County,Tennessee
27,025,Chisago County,Minnesota
42,111,Somerset County,Pennsylvania
27,001,Aitkin County,Minnesota
37,063,Durham County,North Carolina
22,103,St. Tammany Parish,Louisiana
47,053,Gibson County,Tennessee
22,057,Lafourche Parish,Louisiana
20,115,Marion County,Kansas
41,005,Clackamas County,Oregon
39,113,Montgomery County,Ohio
49,041,Sevier County,Utah
37,031,Carteret County,North Carolina
31,117,McPherson County,Nebraska
29,015,Benton County,Missouri
40,101,Muskogee County,Oklahoma
48,401,Rusk County,Texas
48,437,Swisher County,Texas
49,001,Beaver County,Utah
54,031,Hardy County,West Virginia
02,240,Southeast Fairbanks Census Area,Alaska
72,143,Vega Alta Municipio,Puerto Rico
56,011,Crook County,Wyoming
56,015,Goshen County,Wyoming
19,095,Iowa County,Iowa
18,165,Vermillion County,Indiana
13,275,Thomas County,Georgia
72,141,Utuado Municipio,Puerto Rico
34,037,Sussex County,New Jersey
05,091,Miller County,Arkansas
29,095,Jackson County,Missouri
15,001,Hawaii County,Hawaii
29,107,Lafayette County,Missouri
48,281,Lampasas County,Texas
51,071,Giles County,Virginia
37,197,Yadkin County,North Carolina
06,017,El Dorado County,California
21,095,Harlan County,Kentucky
47,097,Lauderdale County,Tennessee
35,028,Los Alamos County,New Mexico
47,153,Sequatchie County,Tennessee
51,730,Petersburg city,Virginia
30,077,Powell County,Montana
46,081,Lawrence County,South Dakota
08,071,Las Animas County,Colorado
22,067,Morehouse Parish,Louisiana
22,039,Evangeline Parish,Louisiana
42,119,Union County,Pennsylvania
53,025,Grant County,Washington
37,083,Halifax County,North Carolina
06,027,Inyo County,California
37,017,Bladen County,North Carolina
13,079,Crawford County,Georgia
41,061,Union County,Oregon
12,077,Liberty County,Florida
42,103,Pike County,Pennsylvania
31,173,Thurston County,Nebraska
46,075,Jones County,South Dakota
35,027,Lincoln County,New Mexico
17,107,Logan County,Illinois
47,027,Clay County,Tennessee
19,193,Woodbury County,Iowa
22,031,De Soto Parish,Louisiana
19,165,Shelby County,Iowa
37,095,Hyde County,North Carolina
06,085,Santa Clara County,California
47,087,Jackson County,Tennessee
24,025,Harford County,Maryland
46,055,Haakon County,South Dakota
51,043,Clarke County,Virginia
53,021,Franklin County,Washington
47,051,Franklin County,Tennessee
08,035,Douglas County,Colorado
31,111,Lincoln County,Nebraska
41,069,Wheeler County,Oregon
55,078,Menominee County,Wisconsin
54,055,Mercer County,West Virginia
20,147,Phillips County,Kansas
17,101,Lawrence County,Illinois
29,003,Andrew County,Missouri
04,025,Yavapai County,Arizona
13,093,Dooly County,Georgia
31,151,Saline County,Nebraska
51,087,Henrico County,Virginia
01,047,Dallas County,Alabama
22,027,Claiborne Parish,Louisiana
13,059,Clarke County,Georgia
48,063,Camp County,Texas
72,055,Guánica Municipio,Puerto Rico
37,137,Pamlico County,North Carolina
01,053,Escambia County,Alabama
27,157,Wabasha County,Minnesota
37,159,Rowan County,North Carolina
19,181,Warren County,Iowa
28,135,Tallahatchie County,Mississippi
48,175,Goliad County,Texas
53,011,Clark County,Washington
38,025,Dunn County,North Dakota
42,083,McKean County,Pennsylvania
42,045,Delaware County,Pennsylvania
02,013,Aleutians East Borough,Alaska
28,077,Lawrence County,Mississippi
19,127,Marshall County,Iowa
22,117,Washington Parish,Louisiana
47,179,Washington County,Tennessee
21,163,Meade County,Kentucky
34,031,Passaic County,New Jersey
41,071,Yamhill County,Oregon
42,041,Cumberland County,Pennsylvania
29,031,Cape Girardeau County,Missouri
25,013,Hampden County,Massachusetts
30,057,Madison County,Montana
41,013,Crook County,Oregon
53,075,Whitman County,Washington
21,079,Garrard County,Kentucky
50,025,Windham County,Vermont
25,005,Bristol County,Massachusetts
31,031,Cherry County,Nebraska
42,061,Huntingdon County,Pennsylvania
06,023,Humboldt County,California
31,169,Thayer County,Nebraska
19,055,Delaware County,Iowa
13,285,Troup County,Georgia
39,109,Miami County,Ohio
20,163,Rooks County,Kansas
72,011,Añasco Municipio,Puerto Rico
72,125,San Germán Municipio,Puerto Rico
72,013,Arecibo Municipio,Puerto Rico
30,005,Blaine County,Montana
55,017,Chippewa County,Wisconsin
22,091,St. Helena Parish,Louisiana
51,161,Roanoke County,Virginia
16,077,Power County,Idaho
20,161,Riley County,Kansas
45,059,Laurens County,South Carolina
08,007,Archuleta County,Colorado
35,043,Sandoval County,New Mexico
22,013,Bienville Parish,Louisiana
16,079,Shoshone County,Idaho
37,101,Johnston County,North Carolina
46,041,Dewey County,South Dakota
56,029,Park County,Wyoming
41,067,Washington County,Oregon
27,031,Cook County,Minnesota
16,043,Fremont County,Idaho
56,017,Hot Springs County,Wyoming
30,071,Phillips County,Montana
12,101,Pasco County,Florida
39,153,Summit County,Ohio
39,073,Hocking County,Ohio
13,251,Screven County,Georgia
19,035,Cherokee County,Iowa
13,053,Chattahoochee County,Georgia
31,043,Dakota County,Nebraska
18,073,Jasper County,Indiana
37,161,Rutherford County,North Carolina
08,079,Mineral County,Colorado
05,113,Polk County,Arkansas
72,153,Yauco Municipio,Puerto Rico
48,177,Gonzales County,Texas
42,065,Jefferson County,Pennsylvania
18,089,Lake County,Indiana
29,113,Lincoln County,Missouri
32,011,Eureka County,Nevada
39,019,Carroll County,Ohio
48,039,Brazoria County,Texas
42,043,Dauphin County,Pennsylvania
26,161,Washtenaw County,Michigan
39,043,Erie County,Ohio
35,017,Grant County,New Mexico
42,109,Snyder County,Pennsylvania
33,013,Merrimack County,New Hampshire
06,083,Santa Barbara County,California
16,011,Bingham County,Idaho
27,077,Lake of the Woods County,Minnesota
27,119,Polk County,Minnesota
22,021,Caldwell Parish,Louisiana
22,107,Tensas Parish,Louisiana
40,143,Tulsa County,Oklahoma
51,047,Culpeper County,Virginia
51,009,Amherst County,Virginia
48,287,Lee County,Texas
48,395,Robertson County,Texas
40,077,Latimer County,Oklahoma
31,089,Holt County,Nebraska
56,021,Laramie County,Wyoming
37,181,Vance County,North Carolina
48,173,Glasscock County,Texas
30,061,Mineral County,Montana
50,011,Franklin County,Vermont
29,181,Ripley County,Missouri
01,109,Pike County,Alabama
25,001,Barnstable County,Massachusetts
22,025,Catahoula Parish,Louisiana
48,493,Wilson County,Texas
49,025,Kane County,Utah
38,053,McKenzie County,North Dakota
37,189,Watauga County,North Carolina
16,061,Lewis County,Idaho
55,007,Bayfield County,Wisconsin
36,071,Orange County,New York
01,073,Jefferson County,Alabama
06,067,Sacramento County,California
06,095,Solano County,California
51,740,Portsmouth city,Virginia
08,061,Kiowa County,Colorado
48,203,Harrison County,Texas
12,109,St. Johns County,Florida
39,087,Lawrence County,Ohio
35,059,Union County,New Mexico
37,191,Wayne County,North Carolina
31,011,Boone County,Nebraska
37,045,Cleveland County,North Carolina
51,191,Washington County,Virginia
17,045,Edgar County,Illinois
17,067,Hancock County,Illinois
21,023,Bracken County,Kentucky
06,025,Imperial County,California
19,089,Howard County,Iowa
28,113,Pike County,Mississippi
29,093,Iron County,Missouri
51,111,Lunenburg County,Virginia
51,069,Frederick County,Virginia
51,165,Rockingham County,Virginia
05,003,Ashley County,Arkansas
29,129,Mercer County,Missouri
51,750,Radford city,Virginia
30,091,Sheridan County,Montana
54,033,Harrison County,West Virginia
39,039,Defiance County,Ohio
28,105,Oktibbeha County,Mississippi
55,063,La Crosse County,Wisconsin
55,011,Buffalo County,Wisconsin
09,001,Fairfield County,Connecticut
08,015,Chaffee County,Colorado
01,011,Bullock County,Alabama
46,051,Grant County,South Dakota
21,193,Perry County,Kentucky
42,001,Adams County,Pennsylvania
47,029,Cocke County,Tennessee
48,019,Bandera County,Texas
49,021,Iron County,Utah
37,151,Randolph County,North Carolina
21,107,Hopkins County,Kentucky
06,077,San Joaquin County,California
21,161,Mason County,Kentucky
30,095,Stillwater County,Montana
08,077,Mesa County,Colorado
49,029,Morgan County,Utah
30,109,Wibaux County,Montana
12,019,Clay County,Florida
26,051,Gladwin County,Michigan
39,115,Morgan County,Ohio
21,181,Nicholas County,Kentucky
53,033,King County,Washington
13,051,Chatham County,Georgia
30,015,Chouteau County,Montana
26,001,Alcona County,Michigan
40,109,Oklahoma County,Oklahoma
42,069,Lackawanna County,Pennsylvania
39,085,Lake County,Ohio
29,049,Clinton County,Missouri
47,069,Hardeman County,Tennessee
01,049,DeKalb County,Alabama
06,051,Mono County,California
17,195,Whiteside County,Illinois
16,003,Adams County,Idaho
21,235,Whitley County,Kentucky
26,029,Charlevoix County,Michigan
30,101,Toole County,Montana
34,011,Cumberland County,New Jersey
45,013,Beaufort County,South Carolina
39,061,Hamilton County,Ohio
46,123,Tripp County,South Dakota
22,065,Madison Parish,Louisiana
08,031,Denver County,Colorado
08,013,Boulder County,Colorado
08,019,Clear Creek County,Colorado
08,089,Otero County,Colorado
41,015,Curry County,Oregon
55,023,Crawford County,Wisconsin
13,241,Rabun County,Georgia
05,007,Benton County,Arkansas
05,047,Franklin County,Arkansas
13,065,Clinch County,Georgia
21,025,Breathitt County,Kentucky
01,101,Montgomery County,Alabama
13,291,Union County,Georgia
55,111,Sauk County,Wisconsin
02,130,Ketchikan Gateway Borough,Alaska
36,013,Chautauqua County,New York
30,083,Richland County,Montana
17,191,Wayne County,Illinois
13,145,Harris County,Georgia
13,259,Stewart County,Georgia
21,071,Floyd County,Kentucky
48,297,Live Oak County,Texas
54,015,Clay County,West Virginia
12,075,Levy County,Florida
13,315,Wilcox County,Georgia
72,147,Vieques Municipio,Puerto Rico
06,071,San Bernardino County,California
39,119,Muskingum County,Ohio
05,133,Sevier County,Arkansas
48,021,Bastrop County,Texas
27,141,Sherburne County,Minnesota
36,049,Lewis County,New York
51,149,Prince George County,Virginia
36,045,Jefferson County,New York
40,053,Grant County,Oklahoma
01,009,Blount County,Alabama
16,067,Minidoka County,Idaho
17,145,Perry County,Illinois
19,125,Marion County,Iowa
20,149,Pottawatomie County,Kansas
29,189,St. Louis County,Missouri
29,025,Caldwell County,Missouri
33,001,Belknap County,New Hampshire
27,011,Big Stone County,Minnesota
42,129,Westmoreland County,Pennsylvania
46,025,Clark County,South Dakota
48,091,Comal County,Texas
50,023,Washington County,Vermont
50,005,Caledonia County,Vermont
23,031,York County,Maine
25,009,Essex County,Massachusetts
45,017,Calhoun County,South Carolina
47,043,Dickson County,Tennessee
02,230,Skagway Municipality,Alaska
46,033,Custer County,South Dakota
46,061,Hanson County,South Dakota
45,031,Darlington County,South Carolina
45,043,Georgetown County,South Carolina
31,105,Kimball County,Nebraska
20,001,Allen County,Kansas
48,085,Collin County,Texas
48,097,Cooke County,Texas
05,145,White County,Arkansas
42,133,York County,Pennsylvania
51,690,Martinsville city,Virginia
09,003,Hartford County,Connecticut
39,097,Madison County,Ohio
09,005,Litchfield County,Connecticut
06,081,San Mateo County,California
72,035,Cayey Municipio,Puerto Rico
72,097,Mayagüez Municipio,Puerto Rico
18,057,Hamilton County,Indiana
49,043,Summit County,Utah
55,031,Douglas County,Wisconsin
20,185,Stafford County,Kansas
08,117,Summit County,Colorado
38,005,Benson County,North Dakota
06,079,San Luis Obispo County,California
48,263,Kent County,Texas
23,013,Knox County,Maine
37,121,Mitchell County,North Carolina
55,075,Marinette County,Wisconsin
12,069,Lake County,Florida
42,097,Northumberland County,Pennsylvania
08,083,Montezuma County,Colorado
72,107,Orocovis Municipio,Puerto Rico
56,039,Teton County,Wyoming
16,021,Boundary County,Idaho
32,031,Washoe County,Nevada
18,105,Monroe County,Indiana
27,111,Otter Tail County,Minnesota
38,013,Burke County,North Dakota
29,207,Stoddard County,Missouri
29,169,Pulaski County,Missouri
21,093,Hardin County,Kentucky
31,021,Burt County,Nebraska
48,189,Hale County,Texas
41,037,Lake County,Oregon
49,037,San Juan County,Utah
48,109,Culberson County,Texas
19,073,Greene County,Iowa
20,207,Woodson County,Kansas
48,127,Dimmit County,Texas
27,027,Clay County,Minnesota
26,085,Lake County,Michigan
49,035,Salt Lake County,Utah
56,035,Sublette County,Wyoming
55,069,Lincoln County,Wisconsin
31,033,Cheyenne County,Nebraska
16,037,Custer County,Idaho
19,093,Ida County,Iowa
08,097,Pitkin County,Colorado
08,099,Prowers County,Colorado
40,113,Osage County,Oklahoma
01,095,Marshall County,Alabama
54,009,Brooke County,West Virginia
54,051,Marshall County,West Virginia
28,079,Leake County,Mississippi
30,025,Fallon County,Montana
51,095,James City County,Virginia
05,089,Marion County,Arkansas
31,131,Otoe County,Nebraska
44,007,Providence County,Rhode Island
36,113,Warren County,New York
17,033,Crawford County,Illinois
38,035,Grand Forks County,North Dakota
12,017,Citrus County,Florida
12,131,Walton County,Florida
18,135,Randolph County,Indiana
26,121,Muskegon County,Michigan
18,041,Fayette County,Indiana
46,023,Charles Mix County,South Dakota
19,143,Osceola County,Iowa
42,071,Lancaster County,Pennsylvania
17,073,Henry County,Illinois
06,009,Calaveras County,California
24,003,Anne Arundel County,Maryland
13,151,Henry County,Georgia
26,083,Keweenaw County,Michigan
48,389,Reeves County,Texas
47,071,Hardin County,Tennessee
31,037,Colfax County,Nebraska
45,051,Horry County,South Carolina
47,161,Stewart County,Tennessee
29,059,Dallas County,Missouri
42,019,Butler County,Pennsylvania
54,007,Braxton County,West Virginia
01,039,Covington County,Alabama
04,017,Navajo County,Arizona
06,061,Placer County,California
13,073,Columbia County,Georgia
17,085,Jo Daviess County,Illinois
28,011,Bolivar County,Mississippi
17,157,Randolph County,Illinois
48,381,Randall County,Texas
08,113,San Miguel County,Colorado
33,005,Cheshire County,New Hampshire
48,345,Motley County,Texas
30,007,Broadwater County,Montana
40,129,Roger Mills County,Oklahoma
41,063,Wallowa County,Oregon
13,163,Jefferson County,Georgia
02,100,Haines Borough,Alaska
05,117,Prairie County,Arkansas
47,025,Claiborne County,Tennessee
